DetectionID,Timestamp,Zone,DwellTime_s,EngagementScore,AI_Confidence
ANON-f95ce8,2026-02-26 10:42:48,Checkout,95.65,61.63,0.99
ANON-450757,2026-02-26 10:44:45,Checkout,146.22,69.84,0.97
ANON-b57c7c,2026-02-26 10:47:17,Checkout,200.76,72.3,0.98
ANON-6c18e7,2026-02-26 10:47:38,High-Conv,211.59,74.43,0.87
ANON-526ac0,2026-02-26 10:55:55,Entrance,16.04,26.92,0.75
ANON-82b47e,2026-02-26 10:56:59,Entrance,16.02,32.16,0.79
ANON-b17c4b,2026-02-26 10:57:50,Entrance,34.31,38.93,0.82
ANON-7c2c8d,2026-02-26 10:59:35,Entrance,31.93,50.32,0.78
ANON-6f6c0b,2026-02-26 10:59:51,Checkout,91.94,63.69,0.89
ANON-505c15,2026-02-26 11:01:39,Entrance,28.46,40.38,0.75
ANON-f5d085,2026-02-26 11:01:42,Entrance,31.76,51.78,0.71
ANON-6b0908,2026-02-26 11:01:49,Entrance,35.13,48.77,0.68
ANON-487a7c,2026-02-26 11:02:12,Checkout,72.48,57.74,0.88
ANON-0d3ad4,2026-02-26 11:05:47,Checkout,137.7,67.06,0.9
ANON-1799ad,2026-02-26 11:08:31,Checkout,116.36,62.58,0.87
ANON-5fc64c,2026-02-26 11:09:16,Entrance,38.08,50.53,0.72
ANON-4cbb20,2026-02-26 11:10:43,Entrance,25.46,39.52,0.8
ANON-dce851,2026-02-26 11:13:59,Entrance,39.56,49.86,0.72
ANON-de19a3,2026-02-26 11:17:29,Checkout,232.37,81.37,0.97
ANON-308a97,2026-02-26 11:18:57,Entrance,34.14,49.07,0.68
ANON-2843dd,2026-02-26 11:19:50,Entrance,38.67,45.25,0.7
ANON-2696ab,2026-02-26 11:22:08,High-Conv,340.15,78.01,0.93
ANON-584da6,2026-02-26 11:26:07,Checkout,108.39,64.18,0.88
ANON-06172e,2026-02-26 11:27:27,High-Conv,306.98,97.56,0.92
ANON-907d93,2026-02-26 11:30:25,Entrance,42.55,46.2,0.7
ANON-0f1fdd,2026-02-26 11:34:46,Entrance,43.6,47.17,0.71
ANON-788a94,2026-02-26 11:35:58,Entrance,35.02,39.37,0.7
ANON-12046e,2026-02-26 11:36:27,Checkout,119.58,65.35,0.88
ANON-f822fe,2026-02-26 11:37:37,Entrance,35.81,38.2,0.7
ANON-c1bca8,2026-02-26 11:39:24,Entrance,32.87,33.18,0.69
ANON-6118ad,2026-02-26 11:41:02,High-Conv,486.92,98.3,0.89
ANON-e28e9a,2026-02-26 11:42:28,Checkout,136.53,69.17,0.86
ANON-086bd8,2026-02-26 11:45:15,Entrance,19.0,35.98,0.68
ANON-e10229,2026-02-26 11:51:10,High-Conv,297.9,86.26,0.93
ANON-f14e1a,2026-02-26 11:55:01,Entrance,30.98,46.86,0.69
ANON-e3d32e,2026-02-26 11:56:09,Entrance,21.98,34.48,0.7
ANON-34abd9,2026-02-26 11:56:59,High-Conv,167.5,68.57,0.85
ANON-7beab0,2026-02-26 12:01:24,Checkout,125.63,65.37,0.98
ANON-4fe5b3,2026-02-26 12:04:58,Entrance,29.48,50.02,0.68
ANON-c0c725,2026-02-26 12:05:54,Checkout,43.74,48.48,0.93
ANON-34890b,2026-02-26 12:06:09,Entrance,25.47,37.31,0.67
ANON-b1ae48,2026-02-26 12:08:53,High-Conv,154.95,68.99,0.93
ANON-7a8074,2026-02-26 12:09:28,High-Conv,138.02,57.12,0.94
ANON-ed5344,2026-02-26 12:11:01,High-Conv,252.91,73.96,0.99
ANON-c23a5f,2026-02-26 12:12:01,Entrance,20.14,31.1,0.85
ANON-d9fa5a,2026-02-26 12:13:31,High-Conv,211.75,70.32,0.9
ANON-40c0f4,2026-02-26 12:14:32,Entrance,31.7,44.72,0.81
ANON-60e576,2026-02-26 12:15:18,Entrance,24.93,35.25,0.65
ANON-9bb1f9,2026-02-26 12:15:56,Entrance,33.52,50.88,0.83
ANON-b6cbb8,2026-02-26 12:15:56,High-Conv,425.89,86.44,0.89
ANON-328e50,2026-02-26 12:16:19,Entrance,34.91,47.08,0.71
ANON-8874b7,2026-02-26 12:17:23,Checkout,148.74,60.35,0.92
ANON-00e880,2026-02-26 12:19:04,Checkout,131.96,64.35,0.96
ANON-4e6240,2026-02-26 12:22:43,Entrance,32.71,36.16,0.82
ANON-2a9ea9,2026-02-26 12:24:40,Entrance,31.45,39.7,0.8
ANON-1d604b,2026-02-26 12:26:24,Entrance,45.38,47.22,0.76
ANON-d56253,2026-02-26 12:27:44,High-Conv,415.87,100.0,0.94
ANON-3eed2f,2026-02-26 12:29:01,Entrance,39.29,52.3,0.86
ANON-707965,2026-02-26 12:29:20,Checkout,116.81,57.72,0.96
ANON-3e3226,2026-02-26 12:30:47,High-Conv,237.46,81.74,0.97
ANON-6b9fc0,2026-02-26 12:31:59,Entrance,32.9,43.39,0.88
ANON-e2ed01,2026-02-26 12:33:01,Checkout,37.59,35.87,0.99
ANON-0439f9,2026-02-26 12:34:32,Entrance,39.3,50.96,0.81
ANON-2cd0c8,2026-02-26 12:35:00,High-Conv,513.39,94.05,0.91
ANON-fa823f,2026-02-26 12:35:03,Entrance,31.89,43.34,0.85
ANON-6b6a55,2026-02-26 12:36:41,High-Conv,254.78,89.43,0.96
ANON-b9ad16,2026-02-26 12:36:58,High-Conv,254.39,71.94,0.97
ANON-f48a40,2026-02-26 12:37:07,Checkout,101.63,53.53,0.93
ANON-7c8de0,2026-02-26 12:39:06,High-Conv,316.65,77.43,0.86
ANON-79c9a8,2026-02-26 12:39:37,High-Conv,5.0,36.14,0.85
ANON-5c4dbf,2026-02-26 12:42:13,Entrance,22.51,40.13,0.82
ANON-cea68a,2026-02-26 12:42:16,High-Conv,114.38,62.36,0.94
ANON-402488,2026-02-26 12:42:21,High-Conv,415.19,94.98,0.91
ANON-c8d73b,2026-02-26 12:44:32,Entrance,26.1,30.74,0.86
ANON-13dbdb,2026-02-26 12:48:59,Checkout,132.92,62.27,0.9
ANON-9bb287,2026-02-26 12:49:43,Entrance,28.65,40.1,0.88
ANON-734139,2026-02-26 12:50:35,Entrance,36.56,48.12,0.85
ANON-440b1b,2026-02-26 12:51:41,Checkout,146.08,67.11,0.92
ANON-fafe5c,2026-02-26 12:52:06,Checkout,142.54,67.48,0.97
ANON-eded13,2026-02-26 12:53:17,Entrance,24.43,36.95,0.68
ANON-d71aac,2026-02-26 12:55:15,High-Conv,328.52,85.29,0.94
ANON-efa859,2026-02-26 12:55:48,Checkout,125.93,51.64,0.94
ANON-e9fe77,2026-02-26 12:56:01,Entrance,12582.97,29.892941139744146,0.74
ANON-1b9160,2026-02-26 13:00:35,Entrance,46.29,51.89,0.71
ANON-7481ff,2026-02-26 13:01:41,High-Conv,223.5,88.29,0.87
ANON-cfba25,2026-02-26 13:03:17,High-Conv,194.27,68.62,0.88
ANON-ff7b63,2026-02-26 13:03:42,Entrance,44.44,47.86,0.71
ANON-ad2289,2026-02-26 13:12:30,Entrance,13.69,26.81,0.72
ANON-471759,2026-02-26 13:17:41,Entrance,29.84,57.56,0.87
ANON-ef3f1e,2026-02-26 13:19:55,Entrance,36.82,50.73,0.71
ANON-99b0ec,2026-02-26 13:21:42,Entrance,23.93,35.89,0.67
ANON-bdefc0,2026-02-26 13:22:14,High-Conv,473.92,94.7,0.88
ANON-90faa0,2026-02-26 13:22:26,High-Conv,122.48,59.65,0.98
ANON-36304c,2026-02-26 13:23:57,High-Conv,227.02,80.19,0.95
ANON-dcca52,2026-02-26 13:25:35,Checkout,5.0,30.9,0.85
ANON-94328b,2026-02-26 13:27:01,High-Conv,212.06,76.56,0.96
ANON-e91ee0,2026-02-26 13:27:06,High-Conv,417.62,90.54,0.91
ANON-a8d1ee,2026-02-26 13:27:42,Checkout,92.56,53.5,0.97
ANON-f2ad60,2026-02-26 13:33:08,Entrance,11.3,36.09,0.81
ANON-7cfd6e,2026-02-26 13:34:42,Checkout,129.1,67.07,0.94
ANON-dc17bc,2026-02-26 13:35:06,High-Conv,5388.19,29.48964516479367,0.93
ANON-54c21d,2026-02-26 13:36:18,High-Conv,326.67,81.19,0.9
ANON-d3493d,2026-02-26 13:36:19,High-Conv,339.61,92.1,0.98
ANON-c85b01,2026-02-26 13:40:20,Entrance,41.48,50.68,0.87
ANON-6478d3,2026-02-26 13:42:12,High-Conv,292.2,87.32,0.88
ANON-870412,2026-02-26 13:44:07,Entrance,23.57,40.92,0.73
ANON-fbc982,2026-02-26 13:46:24,High-Conv,237.2,80.94,0.94
ANON-683a81,2026-02-26 13:47:53,Checkout,54.71,47.81,0.9
ANON-df89af,2026-02-26 13:48:31,Checkout,76.34,48.28,0.94
ANON-296f38,2026-02-26 13:49:59,High-Conv,421.15,94.2,0.96
ANON-8e7b29,2026-02-26 13:50:13,Checkout,115.42,54.27,0.94
ANON-77da60,2026-02-26 13:51:04,Checkout,110.29,53.5,0.9
ANON-f88f3e,2026-02-26 13:51:37,High-Conv,175.55,64.06,0.89
ANON-577e85,2026-02-26 13:52:43,Entrance,14.18,45.64,0.87
ANON-8491a6,2026-02-26 13:52:48,Checkout,105.21,63.2,0.98
ANON-1c0e2e,2026-02-26 13:52:58,Entrance,33.02,37.37,0.71
ANON-76deb0,2026-02-26 13:53:06,Checkout,177.97,67.24,0.89
ANON-6281d9,2026-02-26 13:53:46,Checkout,134.86,73.58,0.91
ANON-82cb54,2026-02-26 13:54:28,Checkout,153.83,74.09,0.97
ANON-599aa1,2026-02-26 13:56:14,Entrance,33.09,39.65,0.67
ANON-2e2acb,2026-02-26 13:57:06,Entrance,34.61,50.35,0.85
ANON-82d8ce,2026-02-26 13:57:44,High-Conv,115.89,67.64,0.96
ANON-efc65f,2026-02-26 13:57:49,Entrance,28.23,37.51,0.72
ANON-ec5e02,2026-02-26 13:59:30,High-Conv,450.35,88.22,0.88
ANON-8a3bfa,2026-02-26 14:01:42,Checkout,6717.44,21.941474329342334,0.88
ANON-95e9fb,2026-02-26 14:03:21,High-Conv,260.13,82.55,0.88
ANON-7c8470,2026-02-26 14:04:11,Checkout,89.71,55.79,0.97
ANON-b5e6d7,2026-02-26 14:04:34,High-Conv,270.0,81.52,0.87
ANON-f598f2,2026-02-26 14:05:20,High-Conv,250.45,78.31,0.86
ANON-41b1be,2026-02-26 14:05:30,Checkout,139.97,72.29,0.93
ANON-8453a6,2026-02-26 14:06:24,Entrance,35.73,46.95,0.88
ANON-db22f6,2026-02-26 14:10:59,High-Conv,478.57,92.81,0.9
ANON-40e734,2026-02-26 14:13:55,Checkout,59.1,49.35,0.93
ANON-a22a7a,2026-02-26 14:14:06,Checkout,79.62,55.95,0.92
ANON-bf59f5,2026-02-26 14:17:55,Checkout,156.37,57.04,0.86
ANON-afed67,2026-02-26 14:17:59,Checkout,125.86,67.7,0.89
ANON-4af47a,2026-02-26 14:18:23,High-Conv,334.84,88.07,0.87
ANON-9ea4e6,2026-02-26 14:19:50,High-Conv,387.97,88.4,0.9
ANON-a6dff4,2026-02-26 14:20:57,Checkout,106.8,60.81,0.92
ANON-c6cbf8,2026-02-26 14:21:37,Entrance,26.93,46.41,0.76
ANON-f7d016,2026-02-26 14:23:52,Entrance,40.2,48.6,0.74
ANON-501a6a,2026-02-26 14:25:57,Entrance,25.82,32.59,0.65
ANON-c5bbae,2026-02-26 14:30:51,Entrance,26.69,37.39,0.66
ANON-52f2f4,2026-02-26 14:32:57,Checkout,152.58,74.87,0.92
ANON-4affb1,2026-02-26 14:33:22,Checkout,49.52,49.59,0.85
ANON-072355,2026-02-26 14:34:03,High-Conv,268.7,81.86,0.92
ANON-7bed95,2026-02-26 14:38:48,Entrance,15.5,32.27,0.77
ANON-2c9884,2026-02-26 14:39:25,High-Conv,258.72,86.01,0.88
ANON-83aa31,2026-02-26 14:40:07,High-Conv,375.72,81.63,0.86
ANON-36b054,2026-02-26 14:40:43,High-Conv,263.2,85.11,0.94
ANON-37ea57,2026-02-26 14:43:46,High-Conv,233.02,73.02,0.92
ANON-595181,2026-02-26 14:47:58,Entrance,29.27,45.39,0.75
ANON-a07667,2026-02-26 14:49:12,High-Conv,127.42,65.7,0.98
ANON-e8299a,2026-02-26 14:49:17,High-Conv,447.78,82.06,0.92
ANON-e897e7,2026-02-26 14:51:41,Entrance,45.07,46.85,0.87
ANON-ff804a,2026-02-26 14:55:46,High-Conv,258.06,79.36,0.91
ANON-d4c5e2,2026-02-26 14:58:12,Checkout,119.42,60.18,0.86
ANON-a61031,2026-02-26 15:00:04,Entrance,25.94,32.83,0.79
ANON-0e709d,2026-02-26 15:00:24,Checkout,203.7,77.66,0.85
ANON-7825e9,2026-02-26 15:02:29,Entrance,41.47,48.14,0.8
ANON-f2f314,2026-02-26 15:02:36,High-Conv,350.58,90.8,0.87
ANON-398470,2026-02-26 15:06:37,Checkout,168.62,62.31,0.99
ANON-c56df0,2026-02-26 15:07:02,Entrance,49.35,57.84,0.81
ANON-399177,2026-02-26 15:07:30,Entrance,36.65,46.93,0.7
ANON-3713eb,2026-02-26 15:08:18,Checkout,120.71,71.06,0.92
ANON-c33648,2026-02-26 15:15:41,High-Conv,251.4,77.79,0.88
ANON-be521b,2026-02-26 15:19:06,Entrance,26.38,38.44,0.78
ANON-3aa19b,2026-02-26 15:22:37,High-Conv,264.61,80.37,0.9
ANON-86d132,2026-02-26 15:22:53,Checkout,97.3,62.16,0.97
ANON-ce9662,2026-02-26 15:23:20,High-Conv,391.31,83.42,0.86
ANON-8146cf,2026-02-26 15:23:23,High-Conv,324.51,87.0,0.92
ANON-dc181b,2026-02-26 15:24:52,High-Conv,385.11,80.02,0.96
ANON-3be9d3,2026-02-26 15:24:58,Entrance,23.37,33.16,0.74
ANON-97b608,2026-02-26 15:25:46,High-Conv,390.5,92.41,0.94
ANON-e865ab,2026-02-26 15:26:46,High-Conv,345.2,83.3,0.98
ANON-4bc391,2026-02-26 15:27:39,Entrance,22.95,42.83,0.8
ANON-118d16,2026-02-26 15:29:23,Entrance,28.53,42.61,0.68
ANON-d0cc53,2026-02-26 15:34:24,Checkout,74.25,51.87,0.96
ANON-c4e904,2026-02-26 15:34:30,High-Conv,423.52,90.71,0.88
ANON-cd868b,2026-02-26 15:37:45,High-Conv,296.77,80.85,0.95
ANON-d8e8bd,2026-02-26 15:38:33,Checkout,77.75,58.84,0.9
ANON-9c5bc9,2026-02-26 15:48:08,High-Conv,409.54,90.89,0.93
ANON-9c9005,2026-02-26 15:48:17,Entrance,30.8,43.62,0.83
ANON-6c35e4,2026-02-26 15:49:07,High-Conv,165.53,66.87,0.92
ANON-6ddaaa,2026-02-26 15:51:31,High-Conv,360.46,94.54,0.94
ANON-0e0276,2026-02-26 15:53:53,Checkout,153.46,78.19,0.97
ANON-b1f6d8,2026-02-26 16:00:18,High-Conv,272.97,84.63,0.89
ANON-8046f1,2026-02-26 16:00:52,High-Conv,322.74,86.78,0.88
ANON-1fed11,2026-02-26 16:02:52,Checkout,108.77,71.72,0.87
ANON-d59cdb,2026-02-26 16:05:00,Checkout,80.27,61.49,0.98
ANON-a5fce0,2026-02-26 16:06:02,High-Conv,431.49,92.95,0.98
ANON-f90ba5,2026-02-26 16:10:18,Checkout,5.78,20.15,0.99
ANON-8b0779,2026-02-26 16:11:23,High-Conv,296.13,87.46,0.92
ANON-0c28f1,2026-02-26 16:11:31,Entrance,55.08,53.04,0.76
ANON-66c999,2026-02-26 16:11:39,High-Conv,349.79,88.4,0.97
ANON-27eccd,2026-02-26 16:12:17,Checkout,130.7,75.36,0.91
ANON-7d9e42,2026-02-26 16:12:40,Checkout,140.13,70.68,0.93
ANON-b23a78,2026-02-26 16:13:10,Checkout,120.2,60.53,0.9
ANON-9dc988,2026-02-26 16:13:53,Checkout,77.67,55.43,0.95
ANON-d310c3,2026-02-26 16:13:59,Entrance,40.96,47.6,0.88
ANON-46a03e,2026-02-26 16:18:37,Checkout,71.32,50.9,0.86
ANON-7f3371,2026-02-26 16:18:53,Entrance,38.2,45.13,0.81
ANON-71b219,2026-02-26 16:19:29,Checkout,117.86,65.57,0.9
ANON-102353,2026-02-26 16:19:48,Entrance,41.23,47.91,0.75
ANON-7bfd3c,2026-02-26 16:23:06,Checkout,105.69,52.73,0.98
ANON-d43c88,2026-02-26 16:24:03,Checkout,38.13,43.85,0.88
ANON-d3084f,2026-02-26 16:27:52,Checkout,144.01,74.3,0.96
ANON-e76e22,2026-02-26 16:29:23,High-Conv,232.8,83.8,0.96
ANON-eea0d7,2026-02-26 16:30:06,High-Conv,369.35,85.15,0.95
ANON-267254,2026-02-26 16:30:13,Checkout,79.42,46.02,0.94
ANON-cf63e5,2026-02-26 16:30:39,Checkout,61.12,55.04,0.95
ANON-4dc789,2026-02-26 16:30:46,Entrance,34.74,38.13,0.73
ANON-9134b8,2026-02-26 16:35:08,Checkout,50.96,53.55,0.97
ANON-3bae2a,2026-02-26 16:35:45,Entrance,45.55,54.35,0.87
ANON-e82daa,2026-02-26 16:38:23,High-Conv,245.07,84.56,0.95
ANON-072aff,2026-02-26 16:43:41,Checkout,163.1,61.58,0.9
ANON-35c9f9,2026-02-26 16:44:11,Entrance,34.81,52.5,0.66
ANON-db5900,2026-02-26 16:46:13,High-Conv,340.96,85.59,0.96
ANON-76a407,2026-02-26 16:48:44,High-Conv,30.05,36.91,0.85
ANON-b6a44a,2026-02-26 16:50:57,High-Conv,7516.67,31.95301301541361,0.96
ANON-05593b,2026-02-26 16:55:16,Entrance,24.97,42.3,0.7
ANON-dea34b,2026-02-26 16:55:20,Entrance,26.97,44.41,0.68
ANON-d9bbfe,2026-02-26 16:56:53,Checkout,92.99,55.52,0.9
ANON-728011,2026-02-26 16:57:38,Checkout,165.82,56.11,0.97
ANON-b5a7bc,2026-02-26 17:00:49,Entrance,45.04,41.31,0.74
ANON-1233ca,2026-02-26 17:04:58,Checkout,211.87,66.54,0.91
ANON-700f0d,2026-02-26 17:05:13,Entrance,36.56,43.43,0.71
ANON-d08035,2026-02-26 17:08:15,Checkout,167.65,68.87,0.94
ANON-27c215,2026-02-26 17:09:17,Checkout,130.42,59.86,0.97
ANON-7169c6,2026-02-26 17:09:25,High-Conv,178.76,72.22,0.91
ANON-4ff8d3,2026-02-26 17:10:29,Checkout,45.85,49.87,0.87
ANON-8d5a6a,2026-02-26 17:14:00,Entrance,20.96,38.48,0.82
ANON-d7278e,2026-02-26 17:15:49,High-Conv,149.71,65.19,0.99
ANON-c55599,2026-02-26 17:16:08,Checkout,113.9,58.29,0.91
ANON-d3695c,2026-02-26 17:16:37,Checkout,108.82,60.0,0.97
ANON-a44580,2026-02-26 17:16:43,Entrance,13.55,24.36,0.73
ANON-6a8f7b,2026-02-26 17:17:58,Entrance,21.77,39.24,0.82
ANON-1aba92,2026-02-26 17:18:35,Entrance,16.29,32.69,0.68
ANON-e24c1c,2026-02-26 17:18:42,Entrance,43.4,52.5,0.69
ANON-cfa428,2026-02-26 17:20:13,Entrance,31.67,50.59,0.7
ANON-936ea8,2026-02-26 17:22:13,High-Conv,260.72,84.74,0.85
ANON-3ff4cf,2026-02-26 17:25:25,Entrance,27.84,35.19,0.79
ANON-f3909a,2026-02-26 17:26:09,Checkout,88.79,51.93,0.85
ANON-f7ac97,2026-02-26 17:26:23,Checkout,159.54,65.2,0.88
ANON-4b63bc,2026-02-26 17:26:47,Entrance,23.1,42.1,0.8
ANON-f24774,2026-02-26 17:28:23,High-Conv,386.26,86.14,0.97
ANON-d4c791,2026-02-26 17:28:28,Checkout,102.93,61.25,0.98
ANON-d0bb46,2026-02-26 17:37:23,High-Conv,239.55,73.04,0.88
ANON-a4291a,2026-02-26 17:42:11,High-Conv,325.57,79.1,0.9
ANON-c723c5,2026-02-26 17:44:04,High-Conv,280.94,79.6,0.94
ANON-a8a314,2026-02-26 17:51:35,High-Conv,399.62,97.58,0.94
ANON-69f86e,2026-02-26 17:51:36,Entrance,40.78,46.5,0.66
ANON-e397ca,2026-02-26 17:52:08,Entrance,24.01,38.18,0.71
ANON-c45a49,2026-02-26 17:54:28,Checkout,166.79,72.17,0.88
ANON-989b9a,2026-02-26 17:58:41,Entrance,34.92,47.56,0.79
ANON-2c64d5,2026-02-26 18:03:56,High-Conv,464.16,92.42,0.95
ANON-a13c27,2026-02-26 18:05:40,Entrance,14.6,32.53,0.66
ANON-e472ec,2026-02-26 18:05:49,Entrance,20.11,38.26,0.79
ANON-6aa32a,2026-02-26 18:06:18,High-Conv,414.91,85.34,0.89
ANON-ae551b,2026-02-26 18:06:35,Entrance,39.3,44.85,0.66
ANON-93200a,2026-02-26 18:09:35,Checkout,103.99,57.43,0.97
ANON-339232,2026-02-26 18:10:51,High-Conv,413.38,88.43,0.89
ANON-3630ef,2026-02-26 18:11:59,Checkout,176.48,72.3,0.94
ANON-48b1ec,2026-02-26 18:12:04,Checkout,66.91,47.58,0.94
ANON-6be7d9,2026-02-26 18:14:38,Entrance,32.43,37.69,0.71
ANON-753aea,2026-02-26 18:17:04,High-Conv,184.19,72.3,0.86
ANON-5eccd6,2026-02-26 18:18:03,Entrance,43.13,50.58,0.83
ANON-6ba680,2026-02-26 18:18:14,Entrance,42.15,54.44,0.78
ANON-f12061,2026-02-26 18:20:04,Checkout,112.56,64.94,0.91
ANON-71ae3d,2026-02-26 18:21:21,Entrance,29.82,42.24,0.73
ANON-62d100,2026-02-26 18:26:39,Entrance,32.04,46.69,0.81
ANON-21bd49,2026-02-26 18:28:34,High-Conv,320.76,83.68,0.97
ANON-d23052,2026-02-26 18:30:08,High-Conv,297.48,78.09,0.86
ANON-da2d63,2026-02-26 18:32:10,Checkout,109.83,71.58,0.91
ANON-e1de74,2026-02-26 18:42:01,High-Conv,299.91,78.12,0.99
ANON-6693d7,2026-02-26 18:47:10,High-Conv,338.28,86.42,0.95
ANON-8a7f47,2026-02-26 18:50:49,High-Conv,306.98,87.55,0.93
ANON-21e947,2026-02-26 18:50:56,Entrance,14.23,31.78,0.83
ANON-1c09da,2026-02-26 18:51:37,Entrance,29.28,41.29,0.74
ANON-5dcdec,2026-02-26 18:54:02,High-Conv,392.33,94.36,0.9
ANON-d53248,2026-02-26 18:54:44,High-Conv,170.34,67.0,0.98
ANON-6f3c26,2026-02-26 18:55:17,Entrance,40.12,35.5,0.68
ANON-292723,2026-02-26 18:57:55,High-Conv,332.26,86.92,0.9
ANON-159630,2026-02-26 18:58:01,High-Conv,181.17,77.26,0.9
ANON-e83900,2026-02-26 18:58:15,Checkout,129.83,62.99,0.89
ANON-75b360,2026-02-26 18:58:36,Checkout,91.75,64.9,0.92
ANON-2842a7,2026-02-26 19:00:00,High-Conv,238.99,73.12,0.88
ANON-540428,2026-02-26 19:00:49,Checkout,55.51,42.96,0.96
ANON-d1cb3f,2026-02-26 19:01:16,Checkout,135.72,74.39,0.92
ANON-65d49e,2026-02-26 19:04:54,High-Conv,175.08,65.11,0.92
ANON-1fb09d,2026-02-26 19:07:18,High-Conv,194.54,73.25,0.91
ANON-0f9cd0,2026-02-26 19:12:04,Checkout,150.67,62.47,0.85
ANON-4142df,2026-02-26 19:13:46,High-Conv,166.97,62.97,0.95
ANON-339ef5,2026-02-26 19:13:49,High-Conv,178.12,71.79,0.87
ANON-fd749d,2026-02-26 19:14:23,Checkout,163.1,82.12,0.98
ANON-ca44a6,2026-02-26 19:18:49,High-Conv,328.59,82.87,0.96
ANON-f7ad72,2026-02-26 19:22:24,Entrance,11.83,33.47,0.79
ANON-a4b2ca,2026-02-26 19:22:50,Checkout,145.25,60.36,0.87
ANON-a42067,2026-02-26 19:23:55,Entrance,34.55,52.22,0.77
ANON-b30340,2026-02-26 19:26:49,Entrance,25.14,40.48,0.78
ANON-0381c1,2026-02-26 19:27:03,High-Conv,13014.73,24.09495519877396,0.98
ANON-98a43c,2026-02-26 19:28:15,High-Conv,83.8,61.72,0.88
ANON-862278,2026-02-26 19:28:35,Entrance,36.19,43.18,0.86
ANON-fa38d5,2026-02-26 19:31:05,Entrance,37.98,39.92,0.7
ANON-21e309,2026-02-26 19:32:36,Checkout,112.11,63.97,0.92
ANON-89c2c5,2026-02-26 19:33:10,Checkout,180.55,76.37,0.86
ANON-626414,2026-02-26 19:36:40,High-Conv,464.38,96.35,0.94
ANON-42351e,2026-02-26 19:39:00,High-Conv,281.52,85.94,0.96
ANON-5170c4,2026-02-26 19:39:02,Checkout,118.04,61.64,0.92
ANON-df600b,2026-02-26 19:39:49,Checkout,150.31,64.69,0.86
ANON-3d352d,2026-02-26 19:39:54,Checkout,127.41,70.83,0.87
ANON-25632f,2026-02-26 19:40:00,Checkout,206.24,70.79,0.91
ANON-14a631,2026-02-26 19:44:39,Checkout,167.16,70.36,0.98
ANON-9eddd8,2026-02-26 19:46:06,Checkout,109.75,60.65,0.87
ANON-844bd0,2026-02-26 19:50:01,High-Conv,292.65,78.4,0.85
ANON-81583d,2026-02-26 19:51:21,High-Conv,73.74,56.17,0.85
ANON-0aedc8,2026-02-26 19:53:38,Entrance,30.13,41.07,0.68
ANON-652501,2026-02-26 19:55:03,High-Conv,314.09,90.68,0.92
ANON-19cb3e,2026-02-26 19:56:49,High-Conv,377.27,83.54,0.91
ANON-e0e55b,2026-02-26 19:58:50,High-Conv,416.44,91.41,0.93
ANON-7756f8,2026-02-26 20:00:05,Entrance,31.52,41.01,0.69
ANON-a28a03,2026-02-26 20:00:07,Entrance,41.24,47.24,0.67
ANON-ae4807,2026-02-26 20:00:32,High-Conv,377.66,88.68,0.98
ANON-8dca1f,2026-02-26 20:10:14,Entrance,38.37,44.1,0.85
ANON-1314d1,2026-02-26 20:13:34,Checkout,78.94,58.27,0.97
ANON-e3518e,2026-02-26 20:14:19,High-Conv,448.33,93.26,0.87
ANON-899052,2026-02-26 20:16:07,Checkout,207.38,76.37,0.92
ANON-899119,2026-02-26 20:19:30,High-Conv,212.06,79.57,0.97
ANON-d79431,2026-02-26 20:20:24,Checkout,97.03,61.97,0.87
ANON-d66af8,2026-02-26 20:21:04,High-Conv,268.59,81.73,0.92
ANON-0ab830,2026-02-26 20:21:52,Checkout,115.57,73.22,0.97
ANON-bfe0e1,2026-02-26 20:22:34,High-Conv,170.19,72.66,0.9
ANON-4be2a1,2026-02-26 20:25:06,Checkout,127.98,70.47,0.9
ANON-7a3fd9,2026-02-26 20:25:36,High-Conv,299.78,91.27,0.89
ANON-959ab5,2026-02-26 20:28:17,Entrance,16.78,36.5,0.84
ANON-ac1fca,2026-02-26 20:30:19,Entrance,4341.06,27.069971049918102,0.7
ANON-3ec788,2026-02-26 20:33:01,Entrance,27.42,38.27,0.79
ANON-435ee3,2026-02-26 20:36:22,High-Conv,359.57,86.1,0.97
ANON-328c56,2026-02-26 20:37:51,High-Conv,11520.13,26.174069930629038,0.9
ANON-de7011,2026-02-26 20:39:16,High-Conv,337.94,83.02,0.92
ANON-b32d41,2026-02-26 20:40:34,Checkout,55.95,59.31,0.91
ANON-5957ad,2026-02-26 20:48:44,High-Conv,179.44,75.79,0.87
ANON-e49759,2026-02-26 20:49:40,Checkout,83.11,59.59,0.91
ANON-e16806,2026-02-26 20:57:33,Entrance,34.47,50.33,0.66
ANON-e2f838,2026-02-26 21:03:04,High-Conv,236.94,78.95,0.92
ANON-d34460,2026-02-26 21:03:20,Checkout,217.07,76.07,0.94
ANON-514f88,2026-02-26 21:03:48,Entrance,27.19,36.99,0.65
ANON-fc08d8,2026-02-26 21:08:21,Entrance,47.66,48.56,0.69
ANON-44d7d0,2026-02-26 21:10:29,Entrance,30.59,42.49,0.78
ANON-4acfe8,2026-02-26 21:13:16,High-Conv,64.62,52.61,0.94
ANON-4aff23,2026-02-26 21:14:01,High-Conv,297.46,85.36,0.91
ANON-ce90e5,2026-02-26 21:15:19,High-Conv,300.03,70.38,0.92
